Ticker,close,date,high,low,month,open,volume
SBIN,578.15,2023-11-03 05:30:00,579.5,573.45,2023-11,576.0,11371371
BAJFINANCE,7411.5,2023-11-03 05:30:00,7537.95,7372.45,2023-11,7528.0,1138755
TITAN,3274.5,2023-11-03 05:30:00,3288.0,3205.05,2023-11,3205.15,1355614
ITC,433.25,2023-11-03 05:30:00,434.4,431.1,2023-11,432.8,13802600
TCS,3350.9,2023-11-03 05:30:00,3387.9,3344.3,2023-11,3382.0,1402598
LT,2911.25,2023-11-03 05:30:00,2948.05,2905.0,2023-11,2934.0,1136175
TATACONSUM,902.48,2023-11-03 05:30:00,908.01,900.06,2023-11,900.8,890838
RELIANCE,1159.85,2023-11-03 05:30:00,1167.47,1157.88,2023-11,1163.6,8850156
HCLTECH,1266.25,2023-11-03 05:30:00,1287.3,1263.0,2023-11,1282.6,2052536
JSWSTEEL,746.05,2023-11-03 05:30:00,748.0,735.0,2023-11,735.95,2526039
ULTRACEMCO,8522.6,2023-11-03 05:30:00,8530.0,8436.0,2023-11,8475.0,243686
POWERGRID,204.4,2023-11-03 05:30:00,206.5,203.1,2023-11,203.4,8684015
INFY,1389.05,2023-11-03 05:30:00,1392.0,1377.75,2023-11,1380.05,3349045
TRENT,2196.5,2023-11-03 05:30:00,2198.95,2180.0,2023-11,2195.0,230437
BHARTIARTL,930.75,2023-11-03 05:30:00,933.7,922.2,2023-11,925.0,3895154
TATAMOTORS,647.5,2023-11-03 05:30:00,666.0,646.2,2023-11,662.0,23087856
WIPRO,383.55,2023-11-03 05:30:00,386.7,382.65,2023-11,386.0,2645764
TECHM,1133.1,2023-11-03 05:30:00,1136.0,1116.0,2023-11,1124.0,1108121
NTPC,234.35,2023-11-03 05:30:00,235.25,233.3,2023-11,233.3,6825146
HINDUNILVR,2509.25,2023-11-03 05:30:00,2512.5,2485.8,2023-11,2497.0,1125583
APOLLOHOSP,5153.2,2023-11-03 05:30:00,5165.5,4937.05,2023-11,4950.75,1262458
M&M,1469.0,2023-11-03 05:30:00,1488.1,1460.45,2023-11,1480.0,2456723
GRASIM,1888.69,2023-11-03 05:30:00,1907.42,1882.86,2023-11,1895.96,232702
ICICIBANK,933.8,2023-11-03 05:30:00,934.5,926.8,2023-11,928.55,7146961
ADANIENT,2229.85,2023-11-03 05:30:00,2279.0,2215.0,2023-11,2215.3,1853300
ADANIPORTS,795.4,2023-11-03 05:30:00,798.8,777.3,2023-11,780.0,4310765
BEL,135.95,2023-11-03 05:30:00,137.0,134.75,2023-11,135.15,9154983
BAJAJFINSV,1536.15,2023-11-03 05:30:00,1593.65,1527.9,2023-11,1584.25,2519096
EICHERMOT,3428.0,2023-11-03 05:30:00,3458.15,3353.0,2023-11,3360.0,568463
COALINDIA,312.0,2023-11-03 05:30:00,314.7,310.3,2023-11,310.6,4658440
MARUTI,10276.3,2023-11-03 05:30:00,10370.0,10241.0,2023-11,10318.0,517582
INDUSINDBK,1450.25,2023-11-03 05:30:00,1475.0,1448.0,2023-11,1471.0,3052041
ASIANPAINT,2977.85,2023-11-03 05:30:00,2982.9,2942.0,2023-11,2957.0,715997
TATASTEEL,117.3,2023-11-03 05:30:00,118.6,117.1,2023-11,118.2,31747230
HDFCLIFE,622.1,2023-11-03 05:30:00,625.0,619.6,2023-11,622.0,1450553
DRREDDY,1052.61,2023-11-03 05:30:00,1075.4,1049.42,2023-11,1075.4,2921805
SUNPHARMA,1141.1,2023-11-03 05:30:00,1145.7,1131.5,2023-11,1138.5,1741756
KOTAKBANK,1733.25,2023-11-03 05:30:00,1744.25,1730.1,2023-11,1740.0,1558958
SHRIRAMFIN,2013.55,2023-11-03 05:30:00,2027.95,1952.05,2023-11,1962.5,1864454
NESTLEIND,2399.91,2023-11-03 05:30:00,2420.0,2397.69,2023-11,2414.29,477140
ONGC,190.0,2023-11-03 05:30:00,190.65,185.8,2023-11,186.65,7464912
CIPLA,1206.35,2023-11-03 05:30:00,1219.75,1204.0,2023-11,1215.0,772013
BPCL,180.75,2023-11-03 05:30:00,181.85,180.1,2023-11,180.58,5627900
BRITANNIA,4539.55,2023-11-03 05:30:00,4582.4,4524.15,2023-11,4528.0,335012
SBILIFE,1329.35,2023-11-03 05:30:00,1349.95,1326.1,2023-11,1344.8,690163
HINDALCO,475.2,2023-11-03 05:30:00,481.45,474.25,2023-11,478.95,3274345
HEROMOTOCO,3089.4,2023-11-03 05:30:00,3110.2,3072.05,2023-11,3085.0,411691
AXISBANK,988.85,2023-11-03 05:30:00,991.4,981.5,2023-11,986.0,4268048
HDFCBANK,1483.75,2023-11-03 05:30:00,1491.4,1481.65,2023-11,1488.0,9047670
BAJAJ-AUTO,5368.95,2023-11-03 05:30:00,5377.05,5316.6,2023-11,5357.0,448715
