Ticker,close,date,high,low,month,open,volume
SBIN,816.5,2024-09-04 05:30:00,818.65,813.65,2024-09,815.45,10789570
BAJFINANCE,7299.5,2024-09-04 05:30:00,7377.0,7245.25,2024-09,7254.95,886746
TITAN,3607.7,2024-09-04 05:30:00,3617.5,3568.2,2024-09,3586.1,529856
ITC,506.35,2024-09-04 05:30:00,510.05,499.95,2024-09,500.0,8414967
TCS,4479.25,2024-09-04 05:30:00,4487.0,4436.7,2024-09,4476.95,1265505
LT,3650.8,2024-09-04 05:30:00,3681.0,3631.1,2024-09,3650.0,1930121
TATACONSUM,1194.95,2024-09-04 05:30:00,1198.95,1175.0,2024-09,1196.05,1633635
RELIANCE,1514.55,2024-09-04 05:30:00,1517.5,1499.5,2024-09,1500.7,11983304
HCLTECH,1785.25,2024-09-04 05:30:00,1795.65,1765.0,2024-09,1765.1,2644961
JSWSTEEL,933.05,2024-09-04 05:30:00,934.7,912.0,2024-09,920.0,3020790
ULTRACEMCO,11580.45,2024-09-04 05:30:00,11637.45,11381.85,2024-09,11392.0,198185
POWERGRID,332.9,2024-09-04 05:30:00,334.7,331.0,2024-09,331.2,9025610
INFY,1922.45,2024-09-04 05:30:00,1927.2,1900.05,2024-09,1921.1,4778310
TRENT,7139.9,2024-09-04 05:30:00,7168.95,6950.05,2024-09,7043.0,576206
BHARTIARTL,1561.9,2024-09-04 05:30:00,1566.0,1542.0,2024-09,1558.0,5213811
TATAMOTORS,1080.45,2024-09-04 05:30:00,1085.0,1072.1,2024-09,1079.0,4665908
WIPRO,519.15,2024-09-04 05:30:00,528.25,516.75,2024-09,528.0,10201064
TECHM,1645.3,2024-09-04 05:30:00,1650.0,1608.9,2024-09,1619.75,1643875
NTPC,405.1,2024-09-04 05:30:00,408.25,399.9,2024-09,400.0,11052003
HINDUNILVR,2841.25,2024-09-04 05:30:00,2843.85,2771.65,2024-09,2780.0,1640986
APOLLOHOSP,6930.9,2024-09-04 05:30:00,6938.0,6790.05,2024-09,6838.0,389768
M&M,2749.6,2024-09-04 05:30:00,2779.9,2731.1,2024-09,2761.0,1697000
GRASIM,2757.65,2024-09-04 05:30:00,2763.95,2687.25,2024-09,2695.0,1119041
ICICIBANK,1236.35,2024-09-04 05:30:00,1243.7,1232.8,2024-09,1239.85,13505843
ADANIENT,3012.35,2024-09-04 05:30:00,3025.0,2955.2,2024-09,3010.0,1212270
ADANIPORTS,1472.1,2024-09-04 05:30:00,1475.15,1461.05,2024-09,1472.0,1122071
BEL,298.95,2024-09-04 05:30:00,301.9,295.3,2024-09,297.15,17937646
BAJAJFINSV,1871.9,2024-09-04 05:30:00,1879.7,1833.05,2024-09,1840.2,2634954
EICHERMOT,4833.55,2024-09-04 05:30:00,4877.45,4821.2,2024-09,4830.0,476838
COALINDIA,503.65,2024-09-04 05:30:00,516.85,500.55,2024-09,516.85,16783593
MARUTI,12336.25,2024-09-04 05:30:00,12398.0,12234.1,2024-09,12325.05,735076
INDUSINDBK,1434.4,2024-09-04 05:30:00,1439.25,1417.0,2024-09,1417.0,2919356
ASIANPAINT,3231.65,2024-09-04 05:30:00,3252.0,3155.5,2024-09,3155.5,2379110
TATASTEEL,151.18,2024-09-04 05:30:00,152.18,149.16,2024-09,149.5,39613696
HDFCLIFE,758.8,2024-09-04 05:30:00,759.45,748.4,2024-09,751.7,3031650
DRREDDY,1357.44,2024-09-04 05:30:00,1369.56,1353.4,2024-09,1369.56,2177470
SUNPHARMA,1832.85,2024-09-04 05:30:00,1835.0,1801.3,2024-09,1811.5,2473477
KOTAKBANK,1783.8,2024-09-04 05:30:00,1788.3,1763.5,2024-09,1770.0,3192443
SHRIRAMFIN,3243.95,2024-09-04 05:30:00,3281.95,3226.0,2024-09,3237.05,693484
NESTLEIND,2534.75,2024-09-04 05:30:00,2541.45,2513.7,2024-09,2525.05,502943
ONGC,314.4,2024-09-04 05:30:00,316.2,308.4,2024-09,315.0,25397204
CIPLA,1651.9,2024-09-04 05:30:00,1658.0,1630.8,2024-09,1635.05,1019049
BPCL,357.25,2024-09-04 05:30:00,363.95,354.65,2024-09,355.4,19416507
BRITANNIA,5926.55,2024-09-04 05:30:00,5935.35,5828.0,2024-09,5849.95,219283
SBILIFE,1912.2,2024-09-04 05:30:00,1920.0,1902.35,2024-09,1910.0,952279
HINDALCO,666.8,2024-09-04 05:30:00,673.8,661.25,2024-09,666.65,5816848
HEROMOTOCO,5683.75,2024-09-04 05:30:00,5689.3,5605.0,2024-09,5605.0,532554
AXISBANK,1177.7,2024-09-04 05:30:00,1189.65,1173.3,2024-09,1182.7,6527941
HDFCBANK,1641.8,2024-09-04 05:30:00,1644.8,1632.0,2024-09,1639.0,12341372
BAJAJ-AUTO,10963.7,2024-09-04 05:30:00,11029.85,10908.9,2024-09,11012.0,324246
