Ticker,close,date,high,low,month,open,volume
SBIN,759.7,2024-03-12 05:30:00,777.75,757.35,2024-03,770.0,21529705
BAJFINANCE,6436.05,2024-03-12 05:30:00,6485.0,6341.35,2024-03,6405.0,1094677
TITAN,3748.8,2024-03-12 05:30:00,3766.0,3713.5,2024-03,3762.0,564569
ITC,404.45,2024-03-12 05:30:00,406.5,399.35,2024-03,406.5,34882639
TCS,4192.25,2024-03-12 05:30:00,4229.95,4121.05,2024-03,4122.35,4039801
LT,3621.65,2024-03-12 05:30:00,3672.0,3613.15,2024-03,3639.05,1470377
TATACONSUM,1200.28,2024-03-12 05:30:00,1212.78,1194.31,2024-03,1212.38,1076021
RELIANCE,1475.43,2024-03-12 05:30:00,1488.0,1465.03,2024-03,1466.6,9432678
HCLTECH,1635.6,2024-03-12 05:30:00,1665.0,1633.05,2024-03,1635.9,2414182
JSWSTEEL,817.8,2024-03-12 05:30:00,829.3,815.0,2024-03,829.0,1231413
ULTRACEMCO,9615.5,2024-03-12 05:30:00,9728.95,9575.4,2024-03,9728.95,235430
POWERGRID,285.15,2024-03-12 05:30:00,288.65,282.75,2024-03,284.9,17906155
INFY,1612.95,2024-03-12 05:30:00,1625.0,1597.65,2024-03,1600.0,4614222
TRENT,4008.6,2024-03-12 05:30:00,4078.6,3957.55,2024-03,4025.8,899570
BHARTIARTL,1204.25,2024-03-12 05:30:00,1208.0,1197.8,2024-03,1200.0,4249548
TATAMOTORS,1016.5,2024-03-12 05:30:00,1037.0,1011.3,2024-03,1027.8,8763820
WIPRO,510.85,2024-03-12 05:30:00,522.5,507.75,2024-03,512.75,5826380
TECHM,1292.3,2024-03-12 05:30:00,1307.65,1277.7,2024-03,1295.0,1963068
NTPC,344.75,2024-03-12 05:30:00,349.45,342.55,2024-03,348.0,9637912
HINDUNILVR,2378.15,2024-03-12 05:30:00,2385.0,2360.8,2024-03,2380.0,1012157
APOLLOHOSP,6144.8,2024-03-12 05:30:00,6274.25,6107.5,2024-03,6240.0,482112
M&M,1895.15,2024-03-12 05:30:00,1898.35,1876.65,2024-03,1892.0,3186510
GRASIM,2184.0,2024-03-12 05:30:00,2246.95,2172.85,2024-03,2236.0,891725
ICICIBANK,1076.85,2024-03-12 05:30:00,1094.8,1055.65,2024-03,1077.05,21785435
ADANIENT,3122.5,2024-03-12 05:30:00,3222.7,3111.0,2024-03,3207.35,1199487
ADANIPORTS,1301.3,2024-03-12 05:30:00,1346.95,1293.45,2024-03,1335.0,3139768
BEL,204.25,2024-03-12 05:30:00,211.35,201.5,2024-03,211.0,34719550
BAJAJFINSV,1593.55,2024-03-12 05:30:00,1612.0,1565.15,2024-03,1590.1,1587096
EICHERMOT,3810.75,2024-03-12 05:30:00,3855.8,3771.0,2024-03,3804.4,528035
COALINDIA,449.3,2024-03-12 05:30:00,455.8,446.7,2024-03,453.9,8409613
MARUTI,11509.9,2024-03-12 05:30:00,11575.9,11381.0,2024-03,11400.0,283816
INDUSINDBK,1533.05,2024-03-12 05:30:00,1555.95,1528.5,2024-03,1541.05,1918571
ASIANPAINT,2876.15,2024-03-12 05:30:00,2899.9,2865.45,2024-03,2880.0,663186
TATASTEEL,152.5,2024-03-12 05:30:00,154.55,150.9,2024-03,154.2,34947937
HDFCLIFE,621.55,2024-03-12 05:30:00,629.8,615.05,2024-03,618.25,4975736
DRREDDY,1260.43,2024-03-12 05:30:00,1285.6,1253.25,2024-03,1277.63,1647055
SUNPHARMA,1584.3,2024-03-12 05:30:00,1603.8,1580.15,2024-03,1592.2,1294598
KOTAKBANK,1720.35,2024-03-12 05:30:00,1743.45,1707.35,2024-03,1734.9,10243298
SHRIRAMFIN,2421.75,2024-03-12 05:30:00,2484.0,2410.2,2024-03,2484.0,1441342
NESTLEIND,2590.15,2024-03-12 05:30:00,2615.05,2566.3,2024-03,2606.05,863235
ONGC,270.4,2024-03-12 05:30:00,275.6,269.05,2024-03,274.0,13780189
CIPLA,1465.75,2024-03-12 05:30:00,1514.0,1460.0,2024-03,1512.0,1855916
BPCL,312.73,2024-03-12 05:30:00,317.68,308.33,2024-03,313.5,14074364
BRITANNIA,4869.15,2024-03-12 05:30:00,4940.0,4852.8,2024-03,4935.7,140625
SBILIFE,1516.4,2024-03-12 05:30:00,1551.75,1509.05,2024-03,1533.0,1608593
HINDALCO,528.95,2024-03-12 05:30:00,536.85,525.3,2024-03,533.1,3703670
HEROMOTOCO,4658.9,2024-03-12 05:30:00,4697.0,4633.0,2024-03,4666.3,312738
AXISBANK,1097.0,2024-03-12 05:30:00,1121.4,1084.25,2024-03,1105.0,9817138
HDFCBANK,1459.55,2024-03-12 05:30:00,1464.0,1429.25,2024-03,1434.0,32709227
BAJAJ-AUTO,8527.7,2024-03-12 05:30:00,8699.95,8475.25,2024-03,8636.95,324864
