Ticker,close,date,high,low,month,open,volume
SBIN,880.7,2024-07-16 05:30:00,888.1,874.3,2024-07,882.3,11893692
BAJFINANCE,7059.1,2024-07-16 05:30:00,7090.0,7005.2,2024-07,7080.0,558200
TITAN,3234.05,2024-07-16 05:30:00,3251.0,3224.1,2024-07,3227.95,501336
ITC,465.55,2024-07-16 05:30:00,466.75,461.4,2024-07,463.45,12996711
TCS,4178.45,2024-07-16 05:30:00,4194.55,4144.9,2024-07,4172.0,2029521
LT,3636.55,2024-07-16 05:30:00,3651.6,3621.0,2024-07,3646.1,2220953
TATACONSUM,1161.81,2024-07-16 05:30:00,1164.53,1128.72,2024-07,1134.7,2126391
RELIANCE,1576.25,2024-07-16 05:30:00,1600.0,1569.13,2024-07,1593.5,9386838
HCLTECH,1569.55,2024-07-16 05:30:00,1583.0,1555.0,2024-07,1565.0,3540661
JSWSTEEL,934.35,2024-07-16 05:30:00,939.35,928.15,2024-07,932.15,1442573
ULTRACEMCO,11658.7,2024-07-16 05:30:00,11907.05,11631.9,2024-07,11907.05,556056
POWERGRID,342.45,2024-07-16 05:30:00,347.0,341.5,2024-07,342.75,11363095
INFY,1726.05,2024-07-16 05:30:00,1737.9,1700.0,2024-07,1718.6,6886281
TRENT,5647.3,2024-07-16 05:30:00,5725.45,5627.35,2024-07,5699.95,641858
BHARTIARTL,1466.5,2024-07-16 05:30:00,1473.3,1445.0,2024-07,1452.0,6967651
TATAMOTORS,1021.15,2024-07-16 05:30:00,1029.6,1019.2,2024-07,1025.5,4824555
WIPRO,559.7,2024-07-16 05:30:00,562.6,556.4,2024-07,561.85,5619531
TECHM,1516.2,2024-07-16 05:30:00,1519.0,1489.1,2024-07,1503.35,1794159
NTPC,380.45,2024-07-16 05:30:00,388.75,380.0,2024-07,386.65,11893034
HINDUNILVR,2688.45,2024-07-16 05:30:00,2725.0,2624.55,2024-07,2625.95,3298003
APOLLOHOSP,6453.7,2024-07-16 05:30:00,6464.0,6403.0,2024-07,6437.25,298376
M&M,2756.75,2024-07-16 05:30:00,2766.85,2740.0,2024-07,2754.95,1925983
GRASIM,2827.35,2024-07-16 05:30:00,2844.75,2810.3,2024-07,2818.0,756629
ICICIBANK,1239.9,2024-07-16 05:30:00,1245.0,1229.0,2024-07,1230.0,12320605
ADANIENT,3109.3,2024-07-16 05:30:00,3137.75,3096.1,2024-07,3110.0,988357
ADANIPORTS,1499.05,2024-07-16 05:30:00,1510.6,1493.25,2024-07,1496.0,2170314
BEL,326.15,2024-07-16 05:30:00,334.4,324.5,2024-07,333.25,26585927
BAJAJFINSV,1609.55,2024-07-16 05:30:00,1615.0,1598.4,2024-07,1605.0,980434
EICHERMOT,4916.1,2024-07-16 05:30:00,4935.65,4861.0,2024-07,4881.4,664540
COALINDIA,512.45,2024-07-16 05:30:00,518.4,498.0,2024-07,498.0,23169665
MARUTI,12639.55,2024-07-16 05:30:00,12798.0,12581.75,2024-07,12643.0,347810
INDUSINDBK,1445.9,2024-07-16 05:30:00,1450.0,1435.75,2024-07,1445.05,2284985
ASIANPAINT,2974.45,2024-07-16 05:30:00,3015.95,2941.5,2024-07,2959.0,2085611
TATASTEEL,167.07,2024-07-16 05:30:00,169.82,166.7,2024-07,167.8,26506026
HDFCLIFE,646.75,2024-07-16 05:30:00,655.0,633.35,2024-07,642.0,9167071
DRREDDY,1329.21,2024-07-16 05:30:00,1356.59,1327.33,2024-07,1351.99,1556420
SUNPHARMA,1579.3,2024-07-16 05:30:00,1595.0,1574.95,2024-07,1589.0,688481
KOTAKBANK,1805.3,2024-07-16 05:30:00,1849.1,1800.9,2024-07,1842.1,6542702
SHRIRAMFIN,2813.5,2024-07-16 05:30:00,2900.0,2802.0,2024-07,2886.9,981418
NESTLEIND,2607.3,2024-07-16 05:30:00,2618.85,2569.05,2024-07,2604.6,757069
ONGC,322.65,2024-07-16 05:30:00,327.6,319.75,2024-07,323.6,37468292
CIPLA,1510.4,2024-07-16 05:30:00,1524.45,1503.1,2024-07,1517.2,963199
BPCL,315.95,2024-07-16 05:30:00,319.25,308.0,2024-07,308.0,28132502
BRITANNIA,5862.35,2024-07-16 05:30:00,5880.0,5770.1,2024-07,5812.0,162459
SBILIFE,1621.35,2024-07-16 05:30:00,1639.6,1592.2,2024-07,1613.4,1844059
HINDALCO,690.8,2024-07-16 05:30:00,703.15,689.0,2024-07,700.3,4570179
HEROMOTOCO,5578.1,2024-07-16 05:30:00,5659.0,5562.0,2024-07,5617.0,336317
AXISBANK,1304.0,2024-07-16 05:30:00,1318.45,1299.7,2024-07,1307.45,5433264
HDFCBANK,1619.75,2024-07-16 05:30:00,1627.0,1616.8,2024-07,1620.75,14475162
BAJAJ-AUTO,9718.35,2024-07-16 05:30:00,9909.95,9633.65,2024-07,9715.0,1041123
