Ticker,close,date,high,low,month,open,volume
SBIN,639.45,2024-01-02 05:30:00,648.0,633.85,2024-01,641.35,15164482
BAJFINANCE,7430.05,2024-01-02 05:30:00,7445.1,7280.05,2024-01,7324.0,1112990
TITAN,3698.25,2024-01-02 05:30:00,3707.85,3642.5,2024-01,3689.0,453685
ITC,470.35,2024-01-02 05:30:00,471.35,463.6,2024-01,470.0,10519771
TCS,3783.2,2024-01-02 05:30:00,3811.1,3767.25,2024-01,3811.1,1344068
LT,3438.1,2024-01-02 05:30:00,3525.45,3432.0,2024-01,3525.05,1511464
TATACONSUM,1084.27,2024-01-02 05:30:00,1089.51,1066.25,2024-01,1073.01,2602841
RELIANCE,1305.85,2024-01-02 05:30:00,1307.5,1286.5,2024-01,1292.5,7448800
HCLTECH,1469.55,2024-01-02 05:30:00,1488.8,1461.35,2024-01,1484.05,1440888
JSWSTEEL,870.2,2024-01-02 05:30:00,883.85,859.1,2024-01,883.85,1615515
ULTRACEMCO,10204.7,2024-01-02 05:30:00,10489.9,10104.1,2024-01,10489.9,337528
POWERGRID,237.85,2024-01-02 05:30:00,240.1,236.15,2024-01,240.0,9128513
INFY,1534.4,2024-01-02 05:30:00,1549.15,1523.0,2024-01,1546.0,5396313
TRENT,2995.2,2024-01-02 05:30:00,3017.9,2940.75,2024-01,3015.45,408928
BHARTIARTL,1021.7,2024-01-02 05:30:00,1025.45,1016.0,2024-01,1017.4,6865791
TATAMOTORS,784.4,2024-01-02 05:30:00,804.0,779.0,2024-01,800.5,13791090
WIPRO,469.2,2024-01-02 05:30:00,478.0,464.3,2024-01,478.0,7141257
TECHM,1278.1,2024-01-02 05:30:00,1299.1,1272.85,2024-01,1298.0,1615064
NTPC,306.0,2024-01-02 05:30:00,310.8,302.05,2024-01,310.8,13506040
HINDUNILVR,2613.8,2024-01-02 05:30:00,2653.95,2607.0,2024-01,2648.0,1310629
APOLLOHOSP,5746.35,2024-01-02 05:30:00,5782.65,5680.0,2024-01,5738.1,166449
M&M,1656.2,2024-01-02 05:30:00,1705.0,1649.45,2024-01,1703.6,2857334
GRASIM,2093.13,2024-01-02 05:30:00,2121.96,2079.73,2024-01,2121.47,793613
ICICIBANK,982.25,2024-01-02 05:30:00,997.65,980.25,2024-01,997.0,16263825
ADANIENT,2932.4,2024-01-02 05:30:00,2948.2,2841.0,2024-01,2922.0,2671368
ADANIPORTS,1078.4,2024-01-02 05:30:00,1082.9,1031.1,2024-01,1047.85,6344621
BEL,182.15,2024-01-02 05:30:00,186.2,179.75,2024-01,186.0,22790965
BAJAJFINSV,1686.2,2024-01-02 05:30:00,1689.85,1663.45,2024-01,1675.9,1099965
EICHERMOT,3892.5,2024-01-02 05:30:00,4010.75,3882.35,2024-01,4010.1,1221148
COALINDIA,392.65,2024-01-02 05:30:00,395.85,384.25,2024-01,387.4,28363847
MARUTI,10197.8,2024-01-02 05:30:00,10294.7,10151.0,2024-01,10283.3,776837
INDUSINDBK,1575.6,2024-01-02 05:30:00,1598.25,1570.0,2024-01,1594.1,1227193
ASIANPAINT,3391.35,2024-01-02 05:30:00,3398.9,3345.0,2024-01,3396.0,552394
TATASTEEL,139.6,2024-01-02 05:30:00,140.6,137.05,2024-01,140.5,27764060
HDFCLIFE,645.5,2024-01-02 05:30:00,654.3,642.6,2024-01,649.5,3005450
DRREDDY,1185.36,2024-01-02 05:30:00,1189.8,1161.13,2024-01,1161.41,2869280
SUNPHARMA,1296.2,2024-01-02 05:30:00,1299.0,1257.15,2024-01,1261.0,3174447
KOTAKBANK,1865.05,2024-01-02 05:30:00,1908.0,1860.1,2024-01,1908.0,5120796
SHRIRAMFIN,2030.05,2024-01-02 05:30:00,2059.75,2016.0,2024-01,2050.0,1077927
NESTLEIND,2722.31,2024-01-02 05:30:00,2769.3,2702.41,2024-01,2750.0,1415770
ONGC,207.05,2024-01-02 05:30:00,210.75,203.65,2024-01,205.35,21141219
CIPLA,1281.55,2024-01-02 05:30:00,1285.0,1252.1,2024-01,1255.1,2589484
BPCL,228.13,2024-01-02 05:30:00,229.7,224.05,2024-01,226.03,9458818
BRITANNIA,5288.85,2024-01-02 05:30:00,5334.95,5224.1,2024-01,5319.8,193517
SBILIFE,1437.65,2024-01-02 05:30:00,1449.7,1421.75,2024-01,1437.0,691712
HINDALCO,617.0,2024-01-02 05:30:00,620.0,607.4,2024-01,610.4,4975013
HEROMOTOCO,4088.2,2024-01-02 05:30:00,4118.95,4025.2,2024-01,4114.05,507848
AXISBANK,1093.25,2024-01-02 05:30:00,1099.35,1082.3,2024-01,1095.1,7895577
HDFCBANK,1699.1,2024-01-02 05:30:00,1702.8,1688.7,2024-01,1698.8,14621046
BAJAJ-AUTO,6665.05,2024-01-02 05:30:00,6736.8,6560.95,2024-01,6711.0,361379
