Ticker,close,date,high,low,month,open,volume,price_change,daily_return,Prev_close,Volatility_return,cumulative_ret,COMPANY,sector,Symbol
ONGC,286.5,2024-10-14 05:30:00,292.9,285.15,2024-10,292.7,12690951,-6.199999999999989,-2.118209771096682,292.55,-0.020680225602461157,0.5520043336944733,ONGC,ENERGY,ONGC: ONGC
ONGC,283.7,2024-10-15 05:30:00,286.4,280.85,2024-10,286.4,15087155,-2.6999999999999886,-0.9427374301675938,286.5,-0.009773123909249603,0.536836403033585,ONGC,ENERGY,ONGC: ONGC
ONGC,285.4,2024-10-16 05:30:00,287.25,280.65,2024-10,283.0,18188885,2.3999999999999773,0.8480565371024654,283.7,0.005992245329573453,0.5460455037919816,ONGC,ENERGY,ONGC: ONGC
ONGC,281.6,2024-10-17 05:30:00,287.6,280.95,2024-10,285.0,13343303,-3.3999999999999773,-1.192982456140343,285.4,-0.013314646110721636,0.5254604550379189,ONGC,ENERGY,ONGC: ONGC
ONGC,283.3,2024-10-18 05:30:00,284.5,279.2,2024-10,282.0,14028398,1.3000000000000114,0.4609929078014225,281.6,0.006036931818181777,0.5346695557963155,ONGC,ENERGY,ONGC: ONGC
ONGC,276.6,2024-10-21 05:30:00,284.0,274.55,2024-10,281.15,10299773,-4.5499999999999545,-1.618353192246116,283.3,-0.02364984115778323,0.49837486457204694,ONGC,ENERGY,ONGC: ONGC
ONGC,270.8,2024-10-22 05:30:00,278.15,270.0,2024-10,278.0,10028511,-7.199999999999989,-2.5899280575539527,276.6,-0.020968908170643567,0.46695557963163514,ONGC,ENERGY,ONGC: ONGC
ONGC,270.85,2024-10-23 05:30:00,274.4,265.05,2024-10,270.0,18823321,0.8500000000000227,0.3148148148148232,270.8,0.00018463810930580268,0.46722643553629384,ONGC,ENERGY,ONGC: ONGC
ONGC,269.1,2024-10-24 05:30:00,272.45,268.35,2024-10,271.9,7488521,-2.7999999999999545,-1.0297903641044337,270.85,-0.006461140852870592,0.4577464788732386,ONGC,ENERGY,ONGC: ONGC
ONGC,264.05,2024-10-25 05:30:00,270.3,261.6,2024-10,270.0,12961181,-5.949999999999989,-2.2037037037037,269.1,-0.01876625789669272,0.4303900325027077,ONGC,ENERGY,ONGC: ONGC
ONGC,263.35,2024-10-28 05:30:00,265.05,255.3,2024-10,260.65,13835091,2.700000000000045,1.0358718588145197,264.05,-0.0026510130657072094,0.4265980498374855,ONGC,ENERGY,ONGC: ONGC
ONGC,265.0,2024-10-29 05:30:00,265.55,259.4,2024-10,263.35,9122757,1.6499999999999773,0.6265426238845555,263.35,0.0062654262388455555,0.4355362946912231,ONGC,ENERGY,ONGC: ONGC
ONGC,261.65,2024-10-30 05:30:00,266.2,261.05,2024-10,265.0,11166643,-3.3500000000000227,-1.264150943396235,265.0,-0.012641509433962349,0.41738894907908874,ONGC,ENERGY,ONGC: ONGC
ONGC,266.15,2024-10-31 05:30:00,268.3,261.15,2024-10,263.4,16173656,2.75,1.044039483675019,261.65,0.017198547678196063,0.4417659804983738,ONGC,ENERGY,ONGC: ONGC
ONGC,271.75,2024-11-01 05:30:00,274.0,268.65,2024-11,269.8,2955757,1.9499999999999889,0.7227575982209001,266.15,0.0210407664850649,0.4721018418201508,ONGC,ENERGY,ONGC: ONGC
ONGC,265.3,2024-11-04 05:30:00,274.35,260.15,2024-11,274.0,14355959,-8.699999999999989,-3.17518248175182,271.75,-0.02373505059797604,0.43716143011917574,ONGC,ENERGY,ONGC: ONGC
ONGC,267.4,2024-11-05 05:30:00,268.6,263.6,2024-11,265.2,11676017,2.1999999999999886,0.8295625942684723,265.3,0.00791556728232177,0.4485373781148416,ONGC,ENERGY,ONGC: ONGC
ONGC,269.05,2024-11-06 05:30:00,270.6,264.4,2024-11,267.7,19244545,1.3500000000000227,0.5042958535674347,267.4,0.006170531039641115,0.4574756229685797,ONGC,ENERGY,ONGC: ONGC
ONGC,265.2,2024-11-07 05:30:00,270.5,264.8,2024-11,270.5,6766663,-5.300000000000011,-1.959334565619228,269.05,-0.01430960787957637,0.43661971830985813,ONGC,ENERGY,ONGC: ONGC
ONGC,262.55,2024-11-08 05:30:00,266.5,259.65,2024-11,265.95,7836093,-3.3999999999999773,-1.2784357962022852,265.2,-0.0099924585218702,0.42226435536294593,ONGC,ENERGY,ONGC: ONGC
ONGC,256.9,2024-11-11 05:30:00,262.35,256.0,2024-11,262.35,8450657,-5.4500000000000455,-2.0773775490756794,262.55,-0.021519710531327497,0.3916576381365102,ONGC,ENERGY,ONGC: ONGC
ONGC,256.15,2024-11-12 05:30:00,263.2,255.4,2024-11,260.85,22445400,-4.7000000000000455,-1.8018018018018191,256.9,-0.002919423900350331,0.38759479956662934,ONGC,ENERGY,ONGC: ONGC
ONGC,252.55,2024-11-13 05:30:00,256.95,249.0,2024-11,256.15,17483332,-3.599999999999966,-1.405426507905511,256.15,-0.01405426507905511,0.3680931744312015,ONGC,ENERGY,ONGC: ONGC
